id,prompt,step,cfg,sampler,width,height,token_count,timestamp
36213,"movie still frame, guild navigator mutant floating inside a vat of orange liquid, intricate details, beautiful composition, 8 k, cgi, by ridley scott, james cameron, zack snyder, neill blomkamp and michael bay ",20,7.0,8,512,512,46,0
51627,"a beautiful concept offroad suv, an epic fantasy, dramatic lighting, cinematic, establishing shot, extremely high detail, photorealistic, cinematic lighting, artstation, by simon stalenhag, horizon forbidden west ",20,5.0,7,1024,512,43,0
42317,"street view, ( ( ( ( ( ( dystopian ) ) ) ) ) ) utopian!!!!!, trending on artstation, fisheye!!! lens ",20,7.0,8,512,512,39,0
20210,"Lonely knight praying, lit by the light of gods, abandoned by gods, hyperdetailed artstation cgsociety by greg rutkowski and by Gustave Dore",20,7.0,8,896,640,36,0
45291,"very wide cinematic shot inside a scifi epic scale capsule hotel, epic, modern lush condo as shopfront with terrarium lounge area, cathedral ceiling with holographic sky art ceiling, detailed archviz render, archdaily, scifi artstation concept, comfy lighting, star citizen, fine details, unreal engine, hyperrealism, realistic shading, blender render ",50,18.0,8,704,896,78,0
20559,"The Ayahuasca Spirit, by Greg Rutkowski",35,13.0,8,576,1024,12,0
10322,a beautiful close - up of a young man. highly detailed painting by j. c. leyendecker ,20,7.0,8,512,512,22,0
4868,"treasure planet, clouds, trees, beautiful lighting, vivid colors, intricate, elegant, smooth, sharp focus, highly detailed digital painting, concept art, cinematic, unreal engine, 4 k wallpaper, art by syd mead, terada katsuya, atey ghailan, svetlin velinov, cgsociety, artstation trending ",50,9.0,8,832,832,76,0
41258,"photograph of the interior of an art nouveau mansion with curving staircases, detailed, beautiful, god rays, volumetric light ",20,7.0,8,768,640,24,0
13830,"young slender woman with headphones in densely packed city street, psychedelic 70s comic book artstyle",20,7.0,8,512,512,18,0
36205,"handsome young frank dillane shirtless upper body portrait, clean cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen huang, by makoto shinkai and ilya kuvshinov, rossdraws, illustration ",20,7.0,8,512,512,57,0
17095,"3D rendering of an old man sitting at a table and smoking a cigar in a kitchen in an old house, digital art",20,7.0,8,512,512,24,0
10015,strongman astronaut lifts small horse with his hands ,20,7.0,8,512,512,9,0
57271,"thunders in the sky in a future cybernetic city, outrun style and colours, trending on arstation, by nihei tsutomu ",20,12.0,8,512,512,31,0
34231,"ancient japanese woodblock print of a silly blue cat playing with yarn. red background. rough and textured. featured, award - winning, trending, 8 k, masterful. flat. ",20,17.0,8,512,512,39,0
18844,"hive mind creature made of dust battling a hacker, technology and magic, intricate, highly detailed, digital painting, lightbright, sharp focus,",20,20.0,8,960,512,28,0
38255,"1 9 8 0's photo by josh pierce and prateek vatash and roman bratschi, a giant massive huge art deco revival 1 9 7 0's colorful lavish over - the - top propeller plane flying over a beautiful italian coastal cliffside city, backlit, golden hour, 4 d, 4 k, ray tracing reflections, volumetric lighting and shadows, ",20,10.0,8,768,768,77,0
37020,a bright green nike trainer shoe with gold highlights. the nike logo is red and the entire shoe has a futurism aesthetic. ,20,7.0,8,512,512,26,0
19268,"grunge painting of kanye with a wide smile and a red balloon by chris leib, loony toons style, pennywise style, corpse bride style, horror theme, detailed, elegant, intricate",50,7.0,8,512,512,41,0
52558,watercolour of a black bull arab dog with a white muzzle ,20,7.0,8,512,512,13,0
43704,"young thin male with walking cane, long dark hair, 1 9 2 0 s clothes, fantasy, art by joseph leyendecker, peter mohrbacher, ruan jia, marc simonetti, ayami kojima, cedric peyravernay, alphonse mucha, victo ngai ",20,7.0,8,512,768,64,0
52708,"photo of a dyson sphere, scifi, complex design, illuminated, masterpiece, massive, star inside, unknown technology, space, nebula, stars, energy flowing, atmospheric, mysterious, visible layers, 4 k high definition, artstation, insanely detailed, art by akihiko yoshida, rob mcnaughton ",20,7.0,8,512,640,66,0
31172,"mount epic mushan screenshot world of warcraft mounts worldboss bioluminecant light concept sketch art and by feng zhu alena aenami artworks in 4 k beeple, by thomas kinkade heartstone overwatch blizzard 3 d rtx hdr ",20,12.0,8,768,512,54,0
14146,"disheveled alex jones on the stand in court by lisa frank, realistic, 8k",20,7.0,8,512,704,18,0
32440,"photo of a concept sport maxi scooter, chrome paintjob, tuning award, racing appearance, high powered engine, racing exhaust, golden hour, colorful rims, 8 5 mm, f / 1. 3 ",20,7.0,8,832,512,44,0
53942,"painting, two young men and women near blue vw bus, by edward hopper, bernardo bertolucci dreamers movie scene ",20,7.0,8,704,512,25,0
27466,the rock dwayne johnson as Gru in despicable me,20,7.0,8,512,512,14,0
8459,"“ spider - crab - fungus kaiju, wildlife documentary low angle view, 3 d studio max, octane render ” ",20,7.0,8,512,1024,24,0
32834,"legendary ancient weapon in flames of molted black heavy knight with long pink hair, monumental illustration by gerrit van honthorst and hajime sorayama and edward hopper, illusion surreal art, highly conceptual figurative art, intricate detailed oil illustration, controversial poster art, polish poster art 1 9 8 0 ",20,13.0,8,512,512,62,0
50537,"photorealistic documentary style cinematography of sexy woman at the 1 9 6 9 woodstock festival shot on 1 6 mm eastman 7 2 5 4 film with a angenieux 1 2 - 1 2 0 mm zoom lens shot at magic hour by cinematographers, malcolm hart, don lenzer, michael margetts, david myers, richard pearce, michael wadleigh ",50,7.0,8,768,384,72,0
30458,a panda bear hatching from an egg,20,7.0,8,512,512,8,0
34249,"breath taking macro photo of flowering crimson red gentian flowers with canary yellow interiors, covered in early morning dew. backlit by the morning sun. bokeh. ",20,7.0,8,512,512,33,0
13899,"Beautiful female vampire, snarling and reaching out, fangs dripping with blood, hyperrealistic, octane render, ambient light, dynamic lighting",20,7.0,8,512,512,28,0
53049,"orientalism face detail of a sudanese woman by edwin longsden long and theodore ralli and nasreddine dinet and adam styka, masterful intricate art. oil on canvas, excellent lighting, high detail 8 k ",20,7.0,8,512,512,45,0
37505,"profile view, study, portrait of surprised woman painted by norman rockwell ",20,7.0,8,512,768,13,0
18678,"Katarina from League of Legends holding a cat, photorealistic full body, studio lighting, white ambient background, highly detailed",50,10.0,8,512,768,25,0
47604,"cute robot dog, muted colors, by jean - baptiste monge ",41,20.0,8,512,512,13,0
24021,willem dafoe,20,7.0,8,512,512,4,0
57748,"a highly detailed fantasy pastel oil painting of a young wizard in ornate clothing lounging on a purpur pillow on the marble floor in front of her bookcase, studying an ancient tome. to the side is a potted plant and some blue candles. ancient oriental fantasy setting. in the style vermeer and mark tedin ",50,10.0,8,512,512,67,0
4498,"foggy intricate gothic castle under the full moon, epic, intricate oil painting, high detail illustration, sharp high detail, manga and anime 1 9 9 9, official fanart behance hd artstation by jesper ejsing and makoto shinkai, 4 k, ",20,15.0,8,512,512,56,0
5889,"a photo in 2 0 2 2 of several members of the french scientific police analyzing a crime scene in the living room of an apartment, police ",20,7.0,8,512,512,28,0
18233,Joe Biden combined with a Bionicle,20,7.0,8,512,512,9,0
29020,"flying warship, 1914",20,7.0,8,512,512,4,0
40265,"classy elegant sophisticated very up close portrait of a cute dainty with beret girl, cyber future white tights, ultra detailed wire decoration ， digital art ， fantasy art by nixeu and guweiz and sam yang, sleek curves, intricate sharp focus, trending on artstation hq, deviantart, pinterest, unreal engine 5, 4 k uhd image ",20,7.0,8,512,768,77,0
9915,"a massive fat grinning hairless albino man with a black cowboy hat and black western clothes with overcoat, photography by annie leibovitz, dramatic lighting, ",20,7.0,8,512,512,33,0
