num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,num_env_steps_sampled_lifetime_throughput,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_min,env_runners/episode_len_mean,env_runners/env_reset_timer,env_runners/episode_return_max,env_runners/episode_duration_sec_mean,env_runners/num_episodes_lifetime,env_runners/rlmodule_inference_timer,env_runners/num_episodes,env_runners/episode_len_min,env_runners/episode_return_mean,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_len_max,env_runners/env_step_timer,env_runners/num_env_steps_sampled_lifetime,env_runners/weights_seq_no,env_runners/num_env_steps_sampled,env_runners/sample,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/num_module_steps_sampled/default_policy,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled/default_agent,env_runners/agent_episode_returns_mean/default_agent,env_runners/module_episode_returns_mean/default_policy,learners/default_policy/num_trainable_parameters,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/policy_loss,learners/default_policy/weights_seq_no,learners/default_policy/vf_loss_unclipped,learners/default_policy/total_loss,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/module_train_batch_size_mean,learners/default_policy/vf_explained_var,learners/default_policy/entropy,learners/default_policy/curr_kl_coeff,learners/default_policy/num_module_steps_trained,learners/default_policy/curr_entropy_coeff,learners/default_policy/mean_kl_loss,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/vf_loss,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad
1,2000,nan,False,1,c3e2f_00000,2025-05-20_07-55-13,1747691713,43.44265913963318,43.44265913963318,66070,LAPTOP-PMD67645,192.168.1.107,43.44265913963318,1,43.41671913799655,2.8700000257231295e-05,43.416289837994555,32.3714293439989,11.026677093999751,0.01736719999462366,-0.16988888888888876,216.0,2.2797914155007675,-0.0020000000000000313,23.303330822500357,8,0.0006295874800733312,8,216,-0.09765277777777777,95.59269498396193,216,0.11518026020592254,2000,0.0,2000,30.658421109750627,95.59269498396193,nan,8,0,0,74.25645161290323,46.76774193548387,2000,0.0019405415611975702,2000,2000,0.0007815016611649774,2000,-0.09765277777777777,-0.09765277777777777,72452,5e-05,1.0,-0.02225175,1.0,0.0011977716,-0.019828275,0.28023112,128.0,0.19125342,1.0821812,0.20000000298023224,60544,0.0,0.006128466,60544,0.0011977716,60544,60544,2016,72452,953568,953568,2000,0,nan,0.26944239899603417,8.177618125250525e-06,6.943211340547268e-05,0.00013249681310279084,0.00020733112246217964,0.0007720594257190714,0.00027115621425185616,3.8545969435406155e-05,1.943050162668751e-05,0.00016209336550951895,3.258673276476523e-05,0.00011523430964271615,0.043648400001984555,0.00035679999564308673,0.007426700001815334,0.07877129999542376,0.13726339900313178,1.1000003723893315e-05,0.0013258999970275909,3.070000093430281e-05
1,4000,51.78386331673964,False,2,c3e2f_00000,2025-05-20_07-55-51,1747691751,38.50406622886658,81.94672536849976,66070,LAPTOP-PMD67645,192.168.1.107,81.94672536849976,2,43.36743906379656,2.870200027246028e-05,43.36700722879461,32.34156381664885,11.007328272149753,0.017297432994673727,-0.8317777777777768,216.0,2.2797914155007675,-0.0020000000000000313,22.507104949039647,16,0.0006213198077487417,8,216,-0.2887895299145297,94.08568675847273,216,0.11461989769845346,4000,1.0,2000,30.65614546174882,94.08568675847273,51.78386331673964,8,0,0,75.61454545454546,50.485454545454544,2000,0.0019182517434312917,4000,4000,0.0007688736159875745,2000,-0.2887895299145297,-0.2887895299145297,72452.0,5e-05,1.0,0.15162663,2.0,0.007441332,0.16228676,0.34308985,128.0,0.18387896,1.055953,0.20000000298023224,60544,0.0,0.01609395,121088,0.007441332,60544,121088,2016.0,72452.0,1907136,953568,2000.0,0.0,0.0,0.2694479086065345,8.519991230321818e-06,6.996296834228498e-05,0.00013253967402841957,0.0002021214161471495,0.0007696226478704221,0.0002679613641079298,3.8768140365984487e-05,1.924019489613046e-05,0.0001625596565383213,3.258447783201786e-05,0.00011444530647350304,0.04366581881228485,0.0003568135556437483,0.007426699831815495,0.07877160541552439,0.13725111053323125,1.1001063723233528e-05,0.0013259343370278657,3.0702700934489255e-05
1,6000,49.72883357873397,False,3,c3e2f_00000,2025-05-20_07-56-31,1747691791,40.15626096725464,122.1029863357544,66070,LAPTOP-PMD67645,192.168.1.107,122.1029863357544,3,43.33516797366858,2.8649980240152215e-05,43.33473490301672,32.33117602570236,10.985561442718243,0.017177900664716438,-0.8317777777777768,216.0,2.2797914155007675,0.07677777777777775,22.29199241143222,24,0.0006183481138756411,8,216,-0.23133547008546992,92.22256311007892,216,0.11428082212894787,6000,2.0,2000,30.653217126143,92.22256311007892,49.72883357873397,8,0,0,77.09473684210526,50.5859649122807,2000,0.001899365654844334,6000,6000,0.0007552504984069908,2000,-0.23133547008546992,-0.23133547008546992,72452.0,5e-05,1.0,-0.052637424,3.0,0.0016811437,-0.047943164,0.12052233,128.0,0.20094877,1.027608,0.20000000298023224,60544,0.0,0.015065554,181632,0.0016811437,60544,181632,2016.0,72452.0,2860704,953568,2000.0,0.0,0.0,0.2694413503380258,8.482607982453353e-06,7.017460666461714e-05,0.00013249867991480476,0.00019507470617545134,0.0007696224990286582,0.000266501365796399,3.892755370790834e-05,1.9730450141226332e-05,0.00016179326769058194,3.253407119913822e-05,0.00011358751804173804,0.04368335196417925,0.0003568284943449107,0.00742668910491551,0.07877237665342342,0.1372262301824278,1.1002002521825489e-05,0.0013259472701278427,3.070510693429969e-05
1,8000,49.58314942513018,False,4,c3e2f_00000,2025-05-20_07-57-12,1747691832,40.27867817878723,162.38166451454163,66070,LAPTOP-PMD67645,192.168.1.107,162.38166451454163,4,43.30440539757188,2.8680480450479077e-05,43.30397073361657,32.31176950151532,10.974320564841069,0.017059954668020905,-0.5677777777777778,216.0,2.2797914155007675,0.15399999999999997,22.969488500325916,32,0.0006159741931624928,8,216,-0.11399465811965816,91.24592817976652,216,0.11361632259340833,8000,3.0,2000,30.649089533161845,91.24592817976652,49.58314942513018,8,0,0,75.82280701754387,50.61052631578947,2000,0.0018776337179814582,8000,8000,0.0007450504724264944,2000,-0.11399465811965816,-0.11399465811965816,72452.0,5e-05,1.0,0.06678981,4.0,0.0017252312,0.07010137,0.15351544,128.0,0.37274814,0.9900513,0.20000000298023224,60544,0.0,0.007931587,242176,0.0017252312,60544,242176,2016.0,72452.0,3814272,953568,2000.0,0.0,0.0,0.2694221127252266,8.510063136750058e-06,7.020114859082878e-05,0.00013312843191288438,0.00018891973789388183,0.0007667755672188489,0.00026406097464656516,3.968966465674677e-05,2.0085210484039034e-05,0.00016124858540619104,3.2725424299967824e-05,0.00011307838015209516,0.04370032281145475,0.00035683976291658246,0.007426474662570389,0.07877361428682259,0.1371890116376867,1.1002862437988806e-05,0.0013259467611318695,3.070720454431692e-05
1,10000,50.20526180429436,False,5,c3e2f_00000,2025-05-20_07-57-52,1747691872,39.766754150390625,202.14841866493225,66070,LAPTOP-PMD67645,192.168.1.107,202.14841866493225,5,43.26885695664613,2.8730675665473387e-05,43.26842056333047,32.28915338196017,10.961481799782664,0.016961448121394124,-0.5677777777777778,216.0,2.2797914155007675,0.18644444444444436,23.362421000192697,40,0.0006104587885690099,8,216,0.005860042735042709,91.91104927924896,216,0.11264619672855847,10000,4.0,2000,30.64370093039483,91.91104927924896,50.20526180429436,8,0,0,75.3280701754386,50.64035087719298,2000,0.0018537661712157757,10000,10000,0.0007365076623223018,2000,0.005860042735042709,0.005860042735042709,72452.0,5e-05,1.0,-0.07306148,5.0,0.000903531,-0.068596944,0.26580226,128.0,0.1321646,0.90267503,0.20000000298023224,60544,0.0,0.017804995,302720,0.000903531,60544,302720,2016.0,72452.0,4767840,953568,2000.0,0.0,0.0,0.2693903227796493,8.387439636840234e-06,6.980923473079109e-05,0.00013298712121777978,0.0001827738435143039,0.000764171113718921,0.00026014060960651133,4.027122146678236e-05,2.02240288537825e-05,0.00016172559524905018,3.3434135629524923e-05,0.00011228096874939417,0.04371659000658834,0.0003568477632670856,0.007426299880161975,0.07877500781988848,0.13713979418082223,1.1003764955678337e-05,0.0013259188475886125,3.07091496914238e-05
1,12000,50.47624784537668,False,6,c3e2f_00000,2025-05-20_07-58-31,1747691911,39.55586624145508,241.70428490638733,66070,LAPTOP-PMD67645,192.168.1.107,241.70428490638733,6,43.23154717882972,2.864836886907912e-05,43.23110982744714,32.265259491570546,10.948119734084825,0.016904499660175414,-0.05866666666666664,216.0,2.2797914155007675,0.18644444444444436,22.854592823152135,48,0.0006018666740073346,8,216,0.05070619658119657,94.6176970596285,216,0.11141733772456255,12000,5.0,2000,30.636942577233473,94.6176970596285,50.47624784537668,8,0,0,75.76071428571427,50.63035714285714,2000,0.0018266208954280786,12000,12000,0.000724068922887993,2000,0.05070619658119657,0.05070619658119657,72452.0,5e-05,1.0,0.04295743,6.0,0.002498141,0.047821317,0.19245192,128.0,0.10641569,0.8401574,0.20000000298023224,60544,0.0,0.011828672,363264,0.002498141,60544,363264,2016.0,72452.0,5721408,953568,2000.0,0.0,0.0,0.2693488337599113,8.317121363923643e-06,6.93722936590896e-05,0.00013248824335006096,0.00017782512953825463,0.0007567379476665055,0.00025750338967792363,4.0186989907566783e-05,2.090885671791069e-05,0.00016144641619465872,3.359706071386286e-05,0.0001104315295768926,0.043732976304938484,0.0003568523096342655,0.007425915235934868,0.07877840340976466,0.13707897904183136,1.1004659136491217e-05,0.0013258793276396223,3.071116521460995e-05
1,14000,48.479910497455236,False,7,c3e2f_00000,2025-05-20_07-59-12,1747691952,41.13783407211304,282.84211897850037,66070,LAPTOP-PMD67645,192.168.1.107,282.84211897850037,7,43.21042931562139,2.8658885186345998e-05,43.20999014775265,32.259911292874826,10.932441447104004,0.016808165663603474,-0.048888888888888926,216.0,2.2797914155007675,0.35288888888888936,22.245989599183442,64,0.0005962356834351151,16,216,0.2145940170940172,96.14056668820784,216,0.11168925285730327,14000,6.0,2000,30.63057876862498,96.14056668820784,48.479910497455236,8,0,0,76.87966101694914,50.66271186440679,2000,0.0018058113976110815,14000,14000,0.0007126166780599126,2000,0.2145940170940172,0.2145940170940172,72452.0,5e-05,1.0,0.05256439,7.0,0.0036315583,0.0579476,0.28512987,128.0,0.109853804,0.8748544,0.20000000298023224,60800,0.0,0.008758208,424064,0.0036315583,60800,424064,2016.0008,72452.0,6682808,961400,2000.0,0.0,0.0,0.26929500601348977,8.749287033637197e-06,6.945585243241111e-05,0.00013202489563669893,0.00017332363548459948,0.000752877414893473,0.00025444678964120867,4.004063054135987e-05,2.091999690881936e-05,0.00016084184188179456,3.355393660119972e-05,0.00010891987955514011,0.043748964946821255,0.00035687130019777894,0.007425443464403844,0.07878154765446134,0.13700659069590232,1.1005445056879358e-05,0.0013258228061047463,3.07133895121775e-05
1,16000,49.547623474065794,False,8,c3e2f_00000,2025-05-20_07-59-53,1747691993,40.30340385437012,323.1455228328705,66070,LAPTOP-PMD67645,192.168.1.107,323.1455228328705,8,43.18117392874515,2.867329637089818e-05,43.1807331805551,32.24640532922609,10.916791752642986,0.016704705996917396,0.02277777777777776,216.0,2.2797914155007675,0.35288888888888936,23.19572949077925,72,0.0005944383685797537,8,216,0.21249893162393169,95.20888514806694,216,0.11190464234517362,16000,7.0,2000,30.624039842520073,95.20888514806694,49.547623474065794,8,0,0,77.47543859649123,50.54736842105264,2000,0.0017944440324284667,16000,16000,0.000705797670407606,2000,0.21249893162393169,0.21249893162393169,72452.0,5e-05,1.0,-0.02592734,8.0,0.0036431574,-0.019555684,0.15463965,128.0,0.053588867,0.9074721,0.20000000298023224,60544,0.0,0.013642504,484608,0.0036431574,60544,484608,2016.0015839999999,72452.0,7636376,953568,2000.0,0.0,0.0,0.2692286723188203,8.68741834492428e-06,6.95739469361922e-05,0.0001341990326740662,0.00016984595453994715,0.0007521436272651863,0.0002528219421388962,4.096524587617748e-05,2.1315195660700144e-05,0.00016100529098334298,3.3402240325252845e-05,0.00010817502224445988,0.04376444425833629,0.00035689209571929163,0.0074247710967794015,0.07878451481402327,0.13692260175898716,1.1006124793360767e-05,0.001325765737067811,3.0715308207568686e-05
1,18000,49.75396727489407,False,9,c3e2f_00000,2025-05-20_08-00-33,1747692033,40.128418922424316,363.2739417552948,66070,LAPTOP-PMD67645,192.168.1.107,363.2739417552948,9,43.150469468317695,2.8628563430907193e-05,43.15002771760954,32.2268998537038,10.905619208206573,0.01667569093690713,0.02277777777777776,216.0,2.2797914155007675,0.3240000000000001,23.434898553519815,80,0.0005896457657281233,8,216,0.16006944444444454,93.27697707852006,216,0.11149687207210404,18000,8.0,2000,30.616502738051416,93.27697707852006,49.75396727489407,8,0,0,75.43684210526317,50.608771929824556,2000,0.0017759370496225168,18000,18000,0.0006972012984474219,2000,0.16006944444444454,0.16006944444444454,72452.0,5e-05,1.0,0.08793844,9.0,0.0016418067,0.09061848,0.2071712,128.0,0.09425396,0.8956577,0.20000000298023224,60544,0.0,0.005191132,545152,0.0016418067,60544,545152,2016.00235224,72452.0,8589944,953568,2000.0,0.0,0.0,0.2691507317246426,8.612443735504997e-06,7.042264376297824e-05,0.00013416032432147693,0.00016543309360733644,0.0007464099514352964,0.0002497934008055028,4.134285827093151e-05,2.141185774657306e-05,0.00016039520783486425,3.395709494514825e-05,0.00010741414857877427,0.04377931744632684,0.00035690942820005363,0.007423879092061067,0.0787874868540287,0.13682789062144096,1.1006740390598526e-05,0.001325677577131143,3.0717017190354985e-05
1,20000,47.41119150209051,False,10,c3e2f_00000,2025-05-20_08-01-15,1747692075,42.12192893028259,405.3958706855774,66070,LAPTOP-PMD67645,192.168.1.107,405.3958706855774,10,43.14000661996449,2.8567277836388878e-05,43.13956433776342,32.219666619336785,10.902433869294489,0.016630529017588713,-0.005000000000000022,216.0,2.2797914155007675,0.25911111111111146,22.79507178494252,88,0.0005860215714395721,8,216,0.10368269230769232,91.84458856570119,216,0.1111552200490403,20000,9.0,2000,30.608663217325375,91.84458856570119,47.41119150209051,8,0,0,73.82500000000002,50.60999999999999,2000,0.0017684877704266877,20000,20000,0.0006912562991099069,2000,0.10368269230769232,0.10368269230769232,72452.0,5e-05,1.0,-0.026747506,10.0,0.0015211527,-0.02225469,0.50457484,128.0,0.0660944,0.8813853,0.20000000298023224,60544,0.0,0.014858353,605696,0.0015211527,60544,605696,2016.0031049568,72452.0,9543512,953568,2000.0,0.0,0.0,0.26906212577451705,8.4536041308438e-06,7.076241142653065e-05,0.000135554850743417,0.00016278066408678517,0.0007461106189267174,0.0002497841886366108,4.290138588591371e-05,2.110843914127336e-05,0.00015957545375216436,3.485985613849815e-05,0.00010643425601494539,0.04379390385593206,0.0003569244948219286,0.007422796720327628,0.07879107202135231,0.1367224432964702,1.100737306328542e-05,0.0013255551638198851,3.0718570463299686e-05
