num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,num_env_steps_sampled_lifetime_throughput,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_mean,env_runners/episode_return_max,env_runners/num_episodes_lifetime,env_runners/episode_duration_sec_mean,env_runners/episode_len_min,env_runners/num_env_steps_sampled,env_runners/episode_len_max,env_runners/sample,env_runners/num_env_steps_sampled_lifetime,env_runners/env_reset_timer,env_runners/episode_return_min,env_runners/num_episodes,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_len_mean,env_runners/rlmodule_inference_timer,env_runners/weights_seq_no,env_runners/env_to_module_sum_episodes_length_in,env_runners/env_step_timer,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled/default_policy,env_runners/agent_episode_returns_mean/default_agent,env_runners/module_episode_returns_mean/default_policy,env_runners/num_agent_steps_sampled/default_agent,learners/default_policy/num_trainable_parameters,learners/default_policy/curr_kl_coeff,learners/default_policy/mean_kl_loss,learners/default_policy/weights_seq_no,learners/default_policy/vf_loss,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/num_module_steps_trained,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/curr_entropy_coeff,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/module_train_batch_size_mean,learners/default_policy/vf_loss_unclipped,learners/default_policy/vf_explained_var,learners/default_policy/entropy,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/total_loss,learners/default_policy/policy_loss,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor
1,2000,nan,False,1,8cacd_00000,2025-05-12_02-19-27,1746980367,38.363640785217285,38.363640785217285,8812,LAPTOP-PMD67645,192.168.1.107,38.363640785217285,1,38.34705401500105,3.6100000215810724e-05,38.34663851499863,28.735109909999665,9.603511004999746,0.0071059999991121,-0.6024861111111104,-0.480444444444444,8,20.396976313500318,216,2000,216,28.291076634250203,2000,2.2562683343749086,-0.7321111111111104,8,95.59269498396193,216.0,0.0005815730991186844,0.0,95.59269498396193,0.10767257480715835,nan,8,0,0,76.6381818181818,45.58727272727275,0.001593530260351603,0.0006182461018475738,2000,2000,2000,-0.6024861111111104,-0.6024861111111104,2000,73223,0.20000000298023224,0.015634885,1.0,0.008750965,0.34206,60544,60544,0.0,5e-05,128.0,0.008750965,0.094898164,1.7757568,1.0,0.11077279,0.09889484,953568,953568,73223,60544,60544,0,2000,2016,nan,0.256411101001504,0.00020381782873575842,0.0006650787718722251,5.937295890552764e-05,0.00011639637426387411,0.0002398800816191565,6.6925246031256475e-06,0.00015315010006549577,3.492175952872053e-05,1.567874490783362e-05,0.00011621309153964009,4.533638232812257e-05,0.07959119999941322,3.200000173819717e-05,1.089999932446517e-05,0.1272201009996934,0.0397224999996979,0.00033030000122380443,0.007682700001168996,0.0011987999987468356
1,4000,58.14229621179444,False,2,8cacd_00000,2025-05-12_02-20-02,1746980402,34.3201265335083,72.68376731872559,8812,LAPTOP-PMD67645,192.168.1.107,72.68376731872559,2,38.30660985140103,3.5968000211141765e-05,38.30619358639864,28.70550900764967,9.592627680749755,0.007144723999135749,-0.6792980769230762,-0.45744444444444426,16,20.039932232807534,216,2000,216,28.288924285776453,4000,2.2562683343749086,-1.074999999999998,8,94.08568675847273,216.0,0.0005757489461591145,1.0,94.08568675847273,0.10723269345682414,58.14229621179444,8,0,0,77.79183673469389,49.31020408163266,0.001582544467563736,0.0006119825582481448,4000,4000,2000,-0.6792980769230762,-0.6792980769230762,2000,73223.0,0.20000000298023224,0.015275589,2.0,0.013735571,0.3923289,60544,121088,0.0,5e-05,128.0,0.013735571,0.09901434,1.749341,1.0,-0.021862317,-0.03865301,1907136,953568,73223.0,60544,121088,0.0,2000.0,2016.0,0.0,0.2564150650613039,0.00019744803885166413,0.0006645586827396233,5.93288784829344e-05,0.00011714589923881354,0.00023663698906053608,6.694763610577525e-06,0.00015205359982238062,3.471180698606892e-05,1.5777943974153007e-05,0.00011433750585497912,4.475153280225112e-05,0.07959068611941329,3.1999411737888294e-05,1.0899919324583607e-05,0.12720847780959355,0.039738853689597994,0.00033029911122357586,0.007682449601168991,0.001198826088746864
1,6000,58.13357954632985,False,3,8cacd_00000,2025-05-12_02-20-36,1746980436,34.3327214717865,107.01648879051208,8812,LAPTOP-PMD67645,192.168.1.107,107.01648879051208,3,38.266702923037016,3.593132021287601e-05,38.26628509468465,28.675508784913166,9.582739600752245,0.007124789759142914,-0.5618440170940165,-0.1655555555555552,24,19.803607681451606,216,2000,216,28.284479621642788,6000,2.2562683343749086,-1.074999999999998,8,92.22256311007892,216.0,0.0005700739531379649,2.0,92.22256311007892,0.10634845958056208,58.13357954632985,8,0,0,76.62857142857142,49.41020408163265,0.0015669190001935522,0.0006049548686851892,6000,6000,2000,-0.5618440170940165,-0.5618440170940165,2000,73223.0,0.20000000298023224,0.019738803,3.0,0.005898665,0.21176217,60544,181632,0.0,5e-05,128.0,0.005898665,0.0055532455,1.6903116,1.0,-0.084734,-0.094580434,2860704,953568,73223.0,60544,181632,0.0,2000.0,2016.0,0.0,0.2564065819797076,0.00019029362841234418,0.000660867847616874,5.961890683794335e-05,0.00011757057334874903,0.0002334278175555415,6.694207668430271e-06,0.00015122780340328328,3.437746936802988e-05,1.6036716850357903e-05,0.00011199889422328078,4.392476653352429e-05,0.07958997633691352,3.199836353728096e-05,1.0899810924835039e-05,0.1271852003531959,0.03975488947570007,0.0003302987890231743,0.007681975389168867,0.001198829226947084
1,8000,60.53542751519581,False,4,8cacd_00000,2025-05-12_02-21-09,1746980469,32.98731708526611,140.0038058757782,8812,LAPTOP-PMD67645,192.168.1.107,140.0038058757782,4,38.21375024573664,3.57760070179629e-05,38.21333210166782,28.642334858004045,9.562979179734713,0.007106170861553101,-0.4883707264957263,-0.1655555555555552,32,19.627208499336067,216,2000,216,28.278006724615018,8000,2.2562683343749086,-0.8354444444444438,8,91.24592817976652,216.0,0.0005643535942478502,3.0,91.24592817976652,0.10539194843715322,60.53542751519581,8,0,0,79.5468085106383,49.41702127659576,0.001552724444598265,0.0005999281476643906,8000,8000,2000,-0.4883707264957263,-0.4883707264957263,2000,73223.0,0.20000000298023224,0.018913187,4.0,0.0050676526,0.28673428,60544,242176,0.0,5e-05,128.0,0.0050676526,0.22398096,1.6370056,1.0,-0.23885086,-0.24770117,3814272,953568,73223.0,60544,242176,0.0,2000.0,2016.0,0.0,0.2563858396532372,0.00018369122840984902,0.0006576154150798551,5.994662275520599e-05,0.00011760963662623749,0.00023079261911631923,6.83457370941271e-06,0.00015043468978019985,3.447772581459912e-05,1.6034227321354648e-05,0.00010973247712456892,4.331938082726769e-05,0.07958871609145185,3.199666635949537e-05,1.0899604701229474e-05,0.1271508510481453,0.039770566280711225,0.0003302981533557088,0.007681280456448621,0.0011988074497744359
1,10000,58.02829135642015,False,5,8cacd_00000,2025-05-12_02-21-43,1746980503,34.40857696533203,174.41238284111023,8812,LAPTOP-PMD67645,192.168.1.107,174.41238284111023,5,38.17554639779928,3.5633246947808884e-05,38.17512780517114,28.616982148804016,9.550138136077377,0.007095866152947768,-0.3696987179487178,0.008444444444444782,40,19.80025672222104,216,2000,216,28.27006243432418,10000,2.2562683343749086,-0.6759999999999999,8,91.91104927924896,216.0,0.0005576161079518056,4.0,91.91104927924896,0.10442233183398571,58.02829135642015,8,0,0,79.27083333333333,49.42083333333333,0.0015420622860645532,0.0005948448211407565,10000,10000,2000,-0.3696987179487178,-0.3696987179487178,2000,73223.0,0.30000001192092896,0.025519088,5.0,0.004140766,0.55457366,60544,302720,0.0,5e-05,128.0,0.004140766,0.18614459,1.5518616,1.0,0.06437931,0.05513474,4767840,953568,73223.0,60544,302720,0.0,2000.0,2016.0,0.0,0.2563528888151982,0.00017862580220469164,0.0006551353977614177,5.9894716450109776e-05,0.00011763986706109822,0.0002287093776895404,6.827876363013047e-06,0.00014927394388993884,3.431191534250069e-05,1.5967852098702847e-05,0.00010765442000989577,4.359902730045162e-05,0.0795870036633657,3.1994483288945924e-05,1.0899352621100955e-05,0.12710540362916042,0.039785855500674705,0.0003302955205226052,0.007680355964843899,0.0011987688052225668
1,12000,57.103719459246435,False,6,8cacd_00000,2025-05-12_02-22-18,1746980538,34.95109176635742,209.36347460746765,8812,LAPTOP-PMD67645,192.168.1.107,209.36347460746765,6,38.14314175242128,3.550791447285904e-05,38.142722607719435,28.592090637875966,9.542633056756612,0.007086708491429037,-0.17318376068376048,0.11866666666666695,48,19.80885923119254,216,2000,216,28.260742600796362,12000,2.2562683343749086,-0.40388888888888874,8,94.6176970596285,216.0,0.000553334708043083,5.0,94.6176970596285,0.10345512607866716,57.103719459246435,8,0,0,76.492,49.47,0.00153331732764072,0.0005891483536938502,12000,12000,2000,-0.17318376068376048,-0.17318376068376048,2000,73223.0,0.30000001192092896,0.015815144,6.0,0.003104889,0.39116284,60544,363264,0.0,5e-05,128.0,0.003104889,0.055815935,1.5112964,1.0,0.06513393,0.05728449,5721408,953568,73223.0,60544,363264,0.0,2000.0,2016.0,0.0,0.2563082509977547,0.00017327696302302134,0.0006545792113745948,5.979256472029847e-05,0.00011921344204883643,0.0002261786130602623,7.009193517753716e-06,0.000148624477851254,3.414878718880465e-05,1.6121325172824912e-05,0.0001054250342715317,4.275561012024406e-05,0.0795847616210322,3.199177421318875e-05,1.0899075621990795e-05,0.12704942303325045,0.039800792469010735,0.0003302912805308614,0.007679211404925654,0.0011987090828166932
1,14000,55.143288770638264,False,7,8cacd_00000,2025-05-12_02-22-55,1746980575,36.21366810798645,245.5771427154541,8812,LAPTOP-PMD67645,192.168.1.107,245.5771427154541,7,38.12367270846707,3.536783532815606e-05,38.123253082212244,28.586104188187196,9.52916058006905,0.007074819406512042,-0.04341559829059803,0.39044444444444476,64,19.898210992596432,216,2000,216,28.251353659591313,14000,2.2562683343749086,-0.3545555555555553,16,96.14056668820784,216.0,0.000548933416495352,6.0,96.14056668820784,0.10357384544194669,55.143288770638264,8,0,0,77.56538461538462,49.51730769230768,0.0015216327698705078,0.0005835252610184987,14000,14000,2000,-0.04341559829059803,-0.04341559829059803,2000,73223.0,0.30000001192092896,0.011310952,7.0,0.0040858067,0.24827214,60800,424064,0.0,5e-05,128.0,0.0040858067,0.13505864,1.4415797,1.0,-0.033828344,-0.041307416,6682808,961400,73223.0,60800,424064,0.0,2000.0,2016.0008,0.0,0.25625245946717856,0.000167823945914214,0.0006528672735702512,5.9761445065537504e-05,0.00011919169155757616,0.00022367940802975664,6.984759240893797e-06,0.00014833219346861677,3.3917279648412785e-05,1.6212887594352946e-05,0.00010327971206797587,4.2120681564876324e-05,0.079582301798879,3.198880987061394e-05,1.0898764227592392e-05,0.12698271094879574,0.039815647092330035,0.00033030299578690187,0.007677970320509237,0.0011986340179784018
1,16000,56.20730790649726,False,8,8cacd_00000,2025-05-12_02-23-30,1746980610,35.51932644844055,281.09646916389465,8812,LAPTOP-PMD67645,192.168.1.107,281.09646916389465,8,38.09745078712241,3.528715697998327e-05,38.09702807213012,28.577301437855326,9.511743722458347,0.007064503212438046,0.050670940170940426,0.5501111111111117,72,20.79250671382708,216,2000,216,28.242006917199326,16000,2.2562683343749086,-0.25544444444444436,8,95.20888514806694,216.0,0.0005482099509501906,7.0,95.20888514806694,0.10363782478634284,56.20730790649726,8,0,0,80.708,49.51599999999999,0.0015129626358012427,0.0005789611878672255,16000,16000,2000,0.050670940170940426,0.050670940170940426,2000,73223.0,0.30000001192092896,0.007610288,8.0,0.0061863945,0.32593682,60544,484608,0.0,5e-05,128.0,0.0061863945,0.2453984,1.4278245,1.0,-0.074103765,-0.08257325,7636376,953568,73223.0,60544,484608,0.0,2000.0,2016.0015839999999,0.0,0.2561853204810142,0.00016306068534324393,0.0006519348293378128,5.96702463595104e-05,0.00011993940679423159,0.00022119897137009835,6.941423466682674e-06,0.00014829482154115462,3.370341294099373e-05,1.635983401800753e-05,0.00010122776147794789,4.1642298819407646e-05,0.07957933425630673,3.198546563738503e-05,1.0898409153617179e-05,0.12690555014362678,0.039830319143636016,0.0003303156376096287,0.007676526536640612,0.0011985795835287212
1,18000,56.54723609787004,False,9,8cacd_00000,2025-05-12_02-24-06,1746980646,35.3102912902832,316.40676045417786,8812,LAPTOP-PMD67645,192.168.1.107,316.40676045417786,9,38.06938679502119,3.517328541105795e-05,38.068952358178834,28.551267146156768,9.509709671323765,0.007055966180315565,0.05114423076923104,0.5501111111111117,80,20.410062056971267,216,2000,216,28.231358117225472,18000,2.2562683343749086,-0.25544444444444436,8,93.27697707852006,216.0,0.0005444469757290871,8.0,93.27697707852006,0.10328386160210218,56.54723609787004,8,0,0,76.34,49.512,0.0015051532276273473,0.000574225711646396,18000,18000,2000,0.05114423076923104,0.05114423076923104,2000,73223.0,0.30000001192092896,0.0125662,9.0,0.004451324,0.4592044,60544,545152,0.0,5e-05,128.0,0.004451324,0.16733664,1.3819594,1.0,-0.06779668,-0.07601787,8589944,953568,73223.0,60544,545152,0.0,2000.0,2016.00235224,0.0,0.25610687037842655,0.00015973665918944546,0.0006506388739348409,5.9608415675770174e-05,0.0001201190321424868,0.0002195919973989589,6.97570421697933e-06,0.00014808065434036017,3.347994819528964e-05,1.6802508490004747e-05,9.945963554661685e-05,4.091966392008545e-05,0.0795759118443059,3.1982369407740975e-05,1.089805130473691e-05,0.12681809521336634,0.03984465073920658,0.00033032696629619495,0.007674895141417389,0.0011985166543663172
1,20000,61.02808907511096,False,10,8cacd_00000,2025-05-12_02-24-38,1746980678,32.71367430686951,349.12043476104736,8812,LAPTOP-PMD67645,192.168.1.107,349.12043476104736,10,38.015672651070965,3.5072552558246336e-05,38.01523732659704,28.519471210385195,9.487810911920533,0.007034753518516172,0.11727991452991482,0.5321111111111116,88,19.681065584759764,216,2000,216,28.219147511123396,20000,2.2562683343749086,-0.18088888888888877,8,91.84458856570119,216.0,0.0005396354769737938,9.0,91.84458856570119,0.10258207517284962,61.02808907511096,8,0,0,79.27234042553191,49.51489361702127,0.0014980273927668944,0.0005710648386908979,20000,20000,2000,0.11727991452991482,0.11727991452991482,2000,73223.0,0.30000001192092896,0.013165278,10.0,0.0029698582,0.4289762,60544,605696,0.0,5e-05,128.0,0.0029698582,0.11720598,1.3404076,1.0,0.0758142,0.068894766,9543512,953568,73223.0,60544,605696,0.0,2000.0,2016.0031049568,0.0,0.2560180792557426,0.00015592846587946337,0.0006487547219212867,5.945011812900469e-05,0.00012032333655270399,0.000219150325994722,7.23673305068516e-06,0.0001476933903478046,3.3569220575132564e-05,1.6777100361082206e-05,9.857976162979464e-05,4.066447173438753e-05,0.07957264285701947,3.1978756556067154e-05,1.0897630771864014e-05,0.12672055865669685,0.039858681040951444,0.00033033885684522217,0.007673191061445021,0.001198440585828749
